ImageID	filename	brightness_median	brightness_stdev	saturation_median	saturation_stdev	hue_median	hue_stdev	ManuscriptID	NameID	Name	Digitized in Rose Digital Library	Online Repository	Digital Manuscript Link	Country	Locality	Institution	Shelfmark	Latitude	Longitude	PlaceID	Origin	Material	Number of folios	Height mm	Width mm	Area mm	Leaves per gathering	Lines per column	Number of illustrations	Date start	Date end	DateCombined	Columns per folio	Texts	Folios with 1 illustration	Folios with More than 1 illustration	Folios with at least one illustration	Folios with at least one illustration	Shelfmark	Olim		Langlois	Notes
Man078_f001	Man078_f001.JPEG	214	29.9306	58	19.7723	31	13.0422	Man078	Francais12592	Franﾌ､ais 12592	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12592	48.833584	2.375766	Pl35	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1500	2	4	44	3	47	47	fr. 12592		Y	Y	
Man078_f002	Man078_f002.JPEG	228	16.436	55	17.691	29	19.3321	Man079	Francais12593	Franﾌ､ais 12593	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12593	48.833584	2.375766	Pl36	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1501	2	4	44	3	47	47	fr. 12593		Y	Y	
Man078_f003	Man078_f003.JPEG	206	27.6561	73	23.2287	31	11.7866	Man080	Francais12594	Franﾌ､ais 12594	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12594	48.833584	2.375766	Pl37	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1502	2	4	44	3	47	47	fr. 12594		Y	Y	
Man078_f004	Man078_f004.JPEG	174	56.2802	110	58.7413	21	24.9447	Man081	Francais12595	Franﾌ､ais 12595	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12595	48.833584	2.375766	Pl38	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1503	2	4	44	3	47	47	fr. 12595		Y	Y	
Man078_f005	Man078_f005.JPEG	227	20.6592	54	21.2641	32	8.6387	Man082	Francais12596	Franﾌ､ais 12596	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12596	48.833584	2.375766	Pl39	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1504	2	4	44	3	47	47	fr. 12596		Y	Y	
Man078_f006	Man078_f006.JPEG	220	26.6302	60	23.8254	32	10.472	Man083	Francais12597	Franﾌ､ais 12597	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12597	48.833584	2.375766	Pl40	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1505	2	4	44	3	47	47	fr. 12597		Y	Y	
Man078_f007	Man078_f007.JPEG	213	24.6971	66	20.9098	31	10.4972	Man084	Francais12598	Franﾌ､ais 12598	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12598	48.833584	2.375766	Pl41	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1506	2	4	44	3	47	47	fr. 12598		Y	Y	
Man078_f008	Man078_f008.JPEG	201	31.4028	71	23.846	30	8.052	Man085	Francais12599	Franﾌ､ais 12599	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12599	48.833584	2.375766	Pl42	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1507	2	4	44	3	47	47	fr. 12599		Y	Y	
Man078_f009	Man078_f009.JPEG	213	28.2739	70	22.5014	30	11.2857	Man086	Francais12600	Franﾌ､ais 12600	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12600	48.833584	2.375766	Pl43	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1508	2	4	44	3	47	47	fr. 12600		Y	Y	
Man078_f010	Man078_f010.JPEG	229	19.0448	59	18.899	29	19.2137	Man087	Francais12601	Franﾌ､ais 12601	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12601	48.833584	2.375766	Pl44	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1509	2	4	44	3	47	47	fr. 12601		Y	Y	
Man078_f011	Man078_f011.JPEG	204	26.9328	71	20.9283	29	10.8298	Man088	Francais12602	Franﾌ､ais 12602	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12602	48.833584	2.375766	Pl45	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1510	2	4	44	3	47	47	fr. 12602		Y	Y	
Man078_f012	Man078_f012.JPEG	214	24.8942	59	21.0637	32	8.7246	Man089	Francais12603	Franﾌ､ais 12603	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12603	48.833584	2.375766	Pl46	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1511	2	4	44	3	47	47	fr. 12603		Y	Y	
Man078_f013	Man078_f013.JPEG	200	25.7606	74	24.0461	30	9.0293	Man090	Francais12604	Franﾌ､ais 12604	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12604	48.833584	2.375766	Pl47	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1512	2	4	44	3	47	47	fr. 12604		Y	Y	
Man078_f014	Man078_f014.JPEG	226	30.7778	53	19.9814	28	20.3104	Man091	Francais12605	Franﾌ､ais 12605	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12605	48.833584	2.375766	Pl48	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1513	2	4	44	3	47	47	fr. 12605		Y	Y	
Man078_f015	Man078_f015.JPEG	211	26.9497	67	22.3161	31	8.6153	Man092	Francais12606	Franﾌ､ais 12606	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12606	48.833584	2.375766	Pl49	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1514	2	4	44	3	47	47	fr. 12606		Y	Y	
Man078_f016	Man078_f016.JPEG	149	45.9788	122	57.4926	20	20.0123	Man093	Francais12607	Franﾌ､ais 12607	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12607	48.833584	2.375766	Pl50	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1515	2	4	44	3	47	47	fr. 12607		Y	Y	
Man078_f017	Man078_f017.JPEG	225	18.5061	67	19.4284	27	20.4999	Man094	Francais12608	Franﾌ､ais 12608	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12608	48.833584	2.375766	Pl51	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1516	2	4	44	3	47	47	fr. 12608		Y	Y	
Man078_f018	Man078_f018.JPEG	207	29.5848	70	23.9118	30	8.4668	Man095	Francais12609	Franﾌ､ais 12609	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12609	48.833584	2.375766	Pl52	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1517	2	4	44	3	47	47	fr. 12609		Y	Y	
Man078_f019	Man078_f019.JPEG	206	24.5715	70	21.1236	30	8.5095	Man096	Francais12610	Franﾌ､ais 12610	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12610	48.833584	2.375766	Pl53	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1518	2	4	44	3	47	47	fr. 12610		Y	Y	
Man078_f020	Man078_f020.JPEG	207	24.6369	71	21.963	31	8.1791	Man097	Francais12611	Franﾌ､ais 12611	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12611	48.833584	2.375766	Pl54	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1519	2	4	44	3	47	47	fr. 12611		Y	Y	
Man078_f021	Man078_f021.JPEG	227	19.6002	65	20.1107	28	18.5045	Man098	Francais12612	Franﾌ､ais 12612	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12612	48.833584	2.375766	Pl55	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1520	2	4	44	3	47	47	fr. 12612		Y	Y	
Man078_f022	Man078_f022.JPEG	204	29.442	67	20.214	29	13.4175	Man099	Francais12613	Franﾌ､ais 12613	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12613	48.833584	2.375766	Pl56	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1521	2	4	44	3	47	47	fr. 12613		Y	Y	
Man078_f023	Man078_f023.JPEG	224	20.4506	65	21.9183	28	26.1195	Man100	Francais12614	Franﾌ､ais 12614	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12614	48.833584	2.375766	Pl57	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1522	2	4	44	3	47	47	fr. 12614		Y	Y	
Man078_f024	Man078_f024.JPEG	134	60.4891	107	53.8217	21	18.8138	Man101	Francais12615	Franﾌ､ais 12615	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12615	48.833584	2.375766	Pl58	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1523	2	4	44	3	47	47	fr. 12615		Y	Y	
Man078_f025	Man078_f025.JPEG	224	28.5827	62	21.6691	28	20.7274	Man102	Francais12616	Franﾌ､ais 12616	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12616	48.833584	2.375766	Pl59	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1524	2	4	44	3	47	47	fr. 12616		Y	Y	
Man078_f026	Man078_f026.JPEG	208	25.8307	72	22.4368	30	11.998	Man103	Francais12617	Franﾌ､ais 12617	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12617	48.833584	2.375766	Pl60	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1525	2	4	44	3	47	47	fr. 12617		Y	Y	
Man078_f027	Man078_f027.JPEG	224	19.0775	69	21.5005	28	19.02	Man104	Francais12618	Franﾌ､ais 12618	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12618	48.833584	2.375766	Pl61	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1526	2	4	44	3	47	47	fr. 12618		Y	Y	
Man078_f028	Man078_f028.JPEG	224	22.4892	67	20.5075	27	20.3616	Man105	Francais12619	Franﾌ､ais 12619	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12619	48.833584	2.375766	Pl62	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1527	2	4	44	3	47	47	fr. 12619		Y	Y	
Man078_f029	Man078_f029.JPEG	213	26.8672	68	21.7235	30	10.1962	Man106	Francais12620	Franﾌ､ais 12620	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12620	48.833584	2.375766	Pl63	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1528	2	4	44	3	47	47	fr. 12620		Y	Y	
Man078_f030	Man078_f030.JPEG	217	29.8102	65	20.988	32	8.7038	Man107	Francais12621	Franﾌ､ais 12621	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12621	48.833584	2.375766	Pl64	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1529	2	4	44	3	47	47	fr. 12621		Y	Y	
Man078_f031	Man078_f031.JPEG	220	29.9954	59	20.6285	29	21.1547	Man108	Francais12622	Franﾌ､ais 12622	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12622	48.833584	2.375766	Pl65	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1530	2	4	44	3	47	47	fr. 12622		Y	Y	
Man078_f032	Man078_f032.JPEG	214	27.1832	65	20.0432	30	12.9853	Man109	Francais12623	Franﾌ､ais 12623	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12623	48.833584	2.375766	Pl66	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1531	2	4	44	3	47	47	fr. 12623		Y	Y	
Man078_f033	Man078_f033.JPEG	231	18.1371	63	19.0396	28	19.4972	Man110	Francais12624	Franﾌ､ais 12624	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12624	48.833584	2.375766	Pl67	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1532	2	4	44	3	47	47	fr. 12624		Y	Y	
Man078_f034	Man078_f034.JPEG	219	32.7011	55	27.9926	30	9.051	Man111	Francais12625	Franﾌ､ais 12625	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12625	48.833584	2.375766	Pl68	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1533	2	4	44	3	47	47	fr. 12625		Y	Y	
Man078_f035	Man078_f035.JPEG	197	25.2077	88	27.504	28	11.8905	Man112	Francais12626	Franﾌ､ais 12626	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12626	48.833584	2.375766	Pl69	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1534	2	4	44	3	47	47	fr. 12626		Y	Y	
Man078_f036	Man078_f036.JPEG	226	23.9708	64	21.4274	28	20.8961	Man113	Francais12627	Franﾌ､ais 12627	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12627	48.833584	2.375766	Pl70	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1535	2	4	44	3	47	47	fr. 12627		Y	Y	
Man078_f037	Man078_f037.JPEG	215	29.1971	66	21.8625	30	11.2963	Man114	Francais12628	Franﾌ､ais 12628	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12628	48.833584	2.375766	Pl71	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1536	2	4	44	3	47	47	fr. 12628		Y	Y	
Man078_f038	Man078_f038.JPEG	215	24.4683	62	20.4706	32	8.2048	Man115	Francais12629	Franﾌ､ais 12629	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12629	48.833584	2.375766	Pl72	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1537	2	4	44	3	47	47	fr. 12629		Y	Y	
Man078_f039	Man078_f039.JPEG	211	27.8214	70	23.1821	30	10.2062	Man116	Francais12630	Franﾌ､ais 12630	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12630	48.833584	2.375766	Pl73	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1538	2	4	44	3	47	47	fr. 12630		Y	Y	
Man078_f040	Man078_f040.JPEG	225	17.5733	65	18.4254	28	19.5016	Man117	Francais12631	Franﾌ､ais 12631	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12631	48.833584	2.375766	Pl74	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1539	2	4	44	3	47	47	fr. 12631		Y	Y	
Man078_f041	Man078_f041.JPEG	208	31.7261	67	22.3974	31	9.0222	Man118	Francais12632	Franﾌ､ais 12632	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12632	48.833584	2.375766	Pl75	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1540	2	4	44	3	47	47	fr. 12632		Y	Y	
Man078_f042	Man078_f042.JPEG	229	19.9005	64	26.1739	28	29.9525	Man119	Francais12633	Franﾌ､ais 12633	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12633	48.833584	2.375766	Pl76	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1541	2	4	44	3	47	47	fr. 12633		Y	Y	
Man078_f043	Man078_f043.JPEG	207	31.1511	65	21.7292	30	10.0687	Man120	Francais12634	Franﾌ､ais 12634	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12634	48.833584	2.375766	Pl77	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1542	2	4	44	3	47	47	fr. 12634		Y	Y	
Man078_f044	Man078_f044.JPEG	210	26.4687	69	20.9881	30	8.8084	Man121	Francais12635	Franﾌ､ais 12635	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12635	48.833584	2.375766	Pl78	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1543	2	4	44	3	47	47	fr. 12635		Y	Y	
Man078_f045	Man078_f045.JPEG	207	29.1885	75	23.284	30	10.649	Man122	Francais12636	Franﾌ､ais 12636	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12636	48.833584	2.375766	Pl79	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1544	2	4	44	3	47	47	fr. 12636		Y	Y	
Man078_f046	Man078_f046.JPEG	229	20.033	55	17.3311	29	19.6258	Man123	Francais12637	Franﾌ､ais 12637	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12637	48.833584	2.375766	Pl80	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1545	2	4	44	3	47	47	fr. 12637		Y	Y	
Man078_f047	Man078_f047.JPEG	210	29.7986	66	20.8903	30	10.4854	Man124	Francais12638	Franﾌ､ais 12638	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12638	48.833584	2.375766	Pl81	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1546	2	4	44	3	47	47	fr. 12638		Y	Y	
Man078_f048	Man078_f048.JPEG	208	26.8386	71	23.1496	31	8.0363	Man125	Francais12639	Franﾌ､ais 12639	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12639	48.833584	2.375766	Pl82	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1547	2	4	44	3	47	47	fr. 12639		Y	Y	
Man078_f049	Man078_f049.JPEG	225	23.5202	77	23.0597	29	19.7608	Man126	Francais12640	Franﾌ､ais 12640	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12640	48.833584	2.375766	Pl83	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1548	2	4	44	3	47	47	fr. 12640		Y	Y	
Man078_f050	Man078_f050.JPEG	219	34.3205	54	30.4895	32	9.6315	Man127	Francais12641	Franﾌ､ais 12641	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12641	48.833584	2.375766	Pl84	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1549	2	4	44	3	47	47	fr. 12641		Y	Y	
Man078_f051	Man078_f051.JPEG	214	29.1515	67	21.6294	31	8.8825	Man128	Francais12642	Franﾌ､ais 12642	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12642	48.833584	2.375766	Pl85	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1550	2	4	44	3	47	47	fr. 12642		Y	Y	
Man078_f052	Man078_f052.JPEG	211	24.9788	70	21.5096	31	8.4841	Man129	Francais12643	Franﾌ､ais 12643	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12643	48.833584	2.375766	Pl86	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1551	2	4	44	3	47	47	fr. 12643		Y	Y	
Man078_f053	Man078_f053.JPEG	212	27.0056	67	26.5737	31	10.6267	Man130	Francais12644	Franﾌ､ais 12644	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12644	48.833584	2.375766	Pl87	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1552	2	4	44	3	47	47	fr. 12644		Y	Y	
Man078_f054	Man078_f054.JPEG	211	28.866	68	22.976	30	10.8965	Man131	Francais12645	Franﾌ､ais 12645	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12645	48.833584	2.375766	Pl88	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1553	2	4	44	3	47	47	fr. 12645		Y	Y	
Man078_f055	Man078_f055.JPEG	223	18.8843	68	18.4517	28	20.1782	Man132	Francais12646	Franﾌ､ais 12646	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12646	48.833584	2.375766	Pl89	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1554	2	4	44	3	47	47	fr. 12646		Y	Y	
Man078_f056	Man078_f056.JPEG	231	18.0427	56	18.7021	29	19.8357	Man133	Francais12647	Franﾌ､ais 12647	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12647	48.833584	2.375766	Pl90	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1555	2	4	44	3	47	47	fr. 12647		Y	Y	
Man078_f057	Man078_f057.JPEG	205	24.8492	69	21.0736	31	7.7871	Man134	Francais12648	Franﾌ､ais 12648	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12648	48.833584	2.375766	Pl91	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1556	2	4	44	3	47	47	fr. 12648		Y	Y	
Man078_f058	Man078_f058.JPEG	229	21.3163	58	18.0106	29	17.2544	Man135	Francais12649	Franﾌ､ais 12649	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12649	48.833584	2.375766	Pl92	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1557	2	4	44	3	47	47	fr. 12649		Y	Y	
Man078_f059	Man078_f059.JPEG	214	26.3154	67	21.1642	31	8.3612	Man136	Francais12650	Franﾌ､ais 12650	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12650	48.833584	2.375766	Pl93	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1558	2	4	44	3	47	47	fr. 12650		Y	Y	
Man078_f060	Man078_f060.JPEG	214	28.8107	63	23.3559	32	9.7218	Man137	Francais12651	Franﾌ､ais 12651	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12651	48.833584	2.375766	Pl94	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1559	2	4	44	3	47	47	fr. 12651		Y	Y	
Man078_f061	Man078_f061.JPEG	213	28.9277	70	22.4345	31	10.308	Man138	Francais12652	Franﾌ､ais 12652	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12652	48.833584	2.375766	Pl95	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1560	2	4	44	3	47	47	fr. 12652		Y	Y	
Man078_f062	Man078_f062.JPEG	214	23.735	65	20.9659	32	8.8028	Man139	Francais12653	Franﾌ､ais 12653	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12653	48.833584	2.375766	Pl96	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1561	2	4	44	3	47	47	fr. 12653		Y	Y	
Man078_f063	Man078_f063.JPEG	120	36.8779	154	44.5963	20	12.7137	Man140	Francais12654	Franﾌ､ais 12654	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12654	48.833584	2.375766	Pl97	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1562	2	4	44	3	47	47	fr. 12654		Y	Y	
Man078_f064	Man078_f064.JPEG	225	24.0397	73	23.6688	28	20.9939	Man141	Francais12655	Franﾌ､ais 12655	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12655	48.833584	2.375766	Pl98	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1563	2	4	44	3	47	47	fr. 12655		Y	Y	
Man078_f065	Man078_f065.JPEG	212	28.1178	65	20.6712	30	10.4366	Man142	Francais12656	Franﾌ､ais 12656	y	Gallica	http://gallica.bnf.fr/ark:/12148/btv1b60003474/f1.vertical	France	Paris	Biblioth述ue nationale de France (BnF)	fr. 12656	48.833584	2.375766	Pl99	France	parchment	139	374	280	104720		41	47	1400	1500	1400_1564	2	4	44	3	47	47	fr. 12656		Y	Y	
